Folder Path,traj.csv exists?,foodpatches_reviewed.mat exists?,traj.mat exists?,traj.mat empty?,Diagnosis of video,frames with zero worms,frames with one worm,frames with two or more worms,proportion of frames with multiple worms,final classification of the video
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM5,1,1,1,0,OK,0,32783,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM1,1,1,1,0,OK,3786,29271,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM4,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM4,1,1,1,0,OK,16506,18122,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221116T193528_SmallPatches_C1-CAM3,1,1,1,0,OK,5115,29418,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM6,1,0,1,0,WEIRD,1388,33104,119,0.0034382132847938516,1 worm with errors
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM2,1,1,1,0,OK,2285,32410,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM4,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM7,1,1,1,0,OK,148,34457,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM7,1,0,1,0,WEIRD,17188,16107,1277,0.03693740599328937,1 worm with errors
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM3,1,1,1,0,OK,5637,28991,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM1,1,0,1,0,WEIRD,6178,22238,6182,0.17868084860396555,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM6,1,1,1,0,OK,286,34290,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM6,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM2,1,1,1,0,OK,5727,27227,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T111939_SmallPatches_C3-CAM2,1,1,1,0,OK,8901,21372,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM7,1,1,1,0,OK,0,34605,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM1,1,1,1,0,OK,12726,21615,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM8,1,1,1,0,OK,21315,13249,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM8,1,1,1,0,OK,159,34410,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM3,1,1,1,0,OK,4306,30386,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3,1,1,1,0,OK,3710,30748,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM8,1,1,1,0,OK,537,34075,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2,1,1,1,0,OK,3968,30696,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM1,1,1,1,0,OK,27035,7476,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM4,1,0,1,0,WEIRD,0,3311,591,0.1514607893388006,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM3,1,1,1,0,OK,404,34119,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM3,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM2,1,1,1,0,OK,5340,29324,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM6,1,1,1,0,OK,8681,25863,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM3,1,0,1,0,WEIRD,2526,29249,2662,0.07730057786682928,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM7,1,1,1,0,OK,454,34193,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM8,1,1,1,0,OK,5991,28736,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM5,1,1,1,0,OK,6891,27773,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM4,1,1,1,0,OK,3063,31641,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM8,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM4,1,1,1,0,OK,5090,29411,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM4,1,1,1,0,OK,0,34607,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM8,1,1,1,0,OK,8279,26015,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM4,1,1,1,0,OK,5806,28659,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221016T201820_SmallPatches_C2-CAM4,1,0,1,0,WEIRD,0,2765,31907,0.9202526534379326,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM4,1,1,1,0,OK,13958,20029,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T113756_SmallPatches_C3-CAM4,1,1,1,0,OK,1227,33334,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T204614_SmallPatches_C2-CAM7,1,1,1,0,OK,2172,32393,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM1,1,1,1,0,OK,195,32906,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM7,1,1,1,0,OK,2157,32498,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T112033_SmallPatches_C3-CAM2,1,1,1,0,OK,2922,31194,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM6,1,1,1,0,OK,0,33117,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM8,1,1,1,0,OK,2387,25326,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T203554_SmallPatches_C2-CAM4,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T115002_SmallPatches_C4-CAM4,1,1,1,0,OK,10088,24491,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T113756_SmallPatches_C3-CAM3,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM7,1,1,1,0,OK,2116,32616,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM3,1,1,1,0,OK,0,34593,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221117T195631_SmallPatches_C2-CAM4,1,1,1,0,OK,1550,33137,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM1,1,1,1,0,OK,321,27406,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5,1,1,1,0,OK,2619,31983,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM4,1,1,1,0,OK,0,27612,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221123T210701_SmallPatches_C2-CAM7,1,1,1,0,OK,8654,5675,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM5,1,1,1,0,OK,3566,31084,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM2,1,1,1,0,OK,2934,31705,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM5,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221017T111530_SmallPatches_C2-CAM4,1,0,1,0,WEIRD,0,1522,33173,0.9561320074938752,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM6,1,1,1,0,OK,2272,25440,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM8,1,1,1,0,OK,9215,23917,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM5,1,1,1,0,OK,10312,24333,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM2,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM2,1,1,1,0,OK,0,34673,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM3,1,1,1,0,OK,5149,19649,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM2,1,1,1,0,OK,1433,33164,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T202949_SmallPatches_C4-CAM7,1,1,1,0,OK,2126,8579,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM5,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM5,1,1,1,0,OK,3136,31357,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM8,1,1,1,0,OK,7716,24799,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM2,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM7,1,1,1,0,OK,1138,33372,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM8,1,1,1,0,OK,17102,17495,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM6,1,1,1,0,OK,38,34582,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM4,1,1,1,0,OK,9457,25214,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM5,1,1,1,0,OK,1754,30863,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM6,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM8,1,1,1,0,OK,3632,30884,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM5,1,1,1,0,OK,3063,31561,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM4,1,1,1,0,OK,3614,30102,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM1,1,1,1,0,OK,12184,14300,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM3,1,1,1,0,OK,124,34547,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM5,1,1,1,0,OK,500,34142,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM2,1,0,1,0,WEIRD,1632,14649,18389,0.5304009229881742,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM2,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM3,1,1,1,0,OK,1083,33585,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM2,1,1,1,0,OK,0,34609,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM1,1,1,1,0,OK,1271,33345,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM2,1,0,1,0,WEIRD,0,3315,31202,0.9039603673552162,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM5,1,0,1,0,WEIRD,142,5113,29434,0.8485110553777855,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM8,1,1,1,0,OK,5408,29211,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM6,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5,1,1,1,0,OK,29,34602,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T201543_SmallPatches_C5-CAM2,1,1,1,0,OK,5512,19741,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM3,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM7,1,1,1,0,OK,1210,33390,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM6,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T111939_SmallPatches_C3-CAM3,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM8,1,1,1,0,OK,609,33454,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM7,1,1,1,0,OK,9415,25301,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T103559_SmallPatches_C4-CAM4,1,1,1,0,OK,574,34035,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM6,1,0,1,0,WEIRD,2313,28067,4197,0.12138126500274748,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM7,1,0,1,0,WEIRD,1095,3819,29681,0.8579563520739991,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM4,1,1,1,0,OK,771,33779,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM2,1,1,1,0,OK,8455,26174,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM1,1,1,1,0,OK,769,33820,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM2,1,1,1,0,OK,333,34329,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM7,1,1,1,0,OK,10830,23744,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM1,1,0,1,0,WEIRD,3627,1295,28214,0.8514606470304201,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM5,1,1,1,0,OK,8772,22801,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221122T103559_SmallPatches_C4-CAM3,1,1,1,0,OK,14029,20410,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221011T191645_SmallPatches_C3-CAM3,1,1,1,0,OK,2826,31852,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4,1,1,1,0,OK,3887,29282,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM7,1,1,1,0,OK,1674,32933,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM1,1,1,1,0,OK,21581,10739,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T111939_SmallPatches_C3-CAM4,1,1,1,0,OK,4846,29752,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM7,1,1,1,0,OK,644,27084,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM8,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM3,1,1,1,0,OK,4143,30514,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM8,1,1,1,0,OK,8396,26187,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM3,1,1,1,0,OK,0,24075,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM2,1,1,1,0,OK,525,27080,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221014T192604_SmallPatches_C4-CAM3,1,1,1,0,OK,0,34673,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM8,1,1,1,0,OK,1894,32770,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM3,0,0,1,1,NO WORM,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM4,1,1,1,0,OK,268,33999,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221017T111530_SmallPatches_C2-CAM2,1,1,1,0,OK,4674,29844,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM4,1,1,1,0,OK,1,25944,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM5,1,0,1,0,WEIRD,99,27453,59,0.002136829524464887,1 worm with errors
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221123T210701_SmallPatches_C2-CAM6,1,1,1,0,OK,936,33527,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221014T192604_SmallPatches_C4-CAM4,1,1,1,0,OK,443,34200,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T202949_SmallPatches_C4-CAM1,1,1,1,0,OK,0,34635,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM4,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM4,1,1,1,0,OK,41,34627,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM6,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221012T202949_SmallPatches_C4-CAM8,1,1,1,0,OK,9959,24676,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221016T201820_SmallPatches_C2-CAM2,1,1,1,0,OK,6516,28046,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM6,1,1,1,0,OK,2052,32521,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T113756_SmallPatches_C3-CAM2,1,1,1,0,OK,3140,30809,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM6,1,1,1,0,OK,457,30597,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T204614_SmallPatches_C2-CAM1,1,1,1,0,OK,0,6919,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM2,1,0,1,0,WEIRD,3138,24397,7076,0.20444367397648147,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM7,1,0,1,0,WEIRD,0,517,32606,0.9843915104308185,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T203554_SmallPatches_C2-CAM5,1,1,1,0,OK,6043,28561,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM1,1,1,1,0,OK,0,34560,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221016T201820_SmallPatches_C2-CAM5,1,1,1,0,OK,5534,29056,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM1,1,1,1,0,OK,377,34286,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221126T203554_SmallPatches_C2-CAM2,1,1,1,0,OK,665,33933,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T112033_SmallPatches_C3-CAM4,1,1,1,0,OK,5267,29366,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM5,1,1,1,0,OK,5408,19653,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221117T195631_SmallPatches_C2-CAM2,1,1,1,0,OK,0,34640,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221121T204614_SmallPatches_C2-CAM6,1,1,1,0,OK,1639,32952,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM1,1,1,1,0,OK,4996,23591,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221017T202208_SmallPatches_C2-CAM6,1,1,1,0,OK,3356,31292,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221014T192717_SmallPatches_C5-CAM2,1,0,1,0,WEIRD,635,6486,27538,0.7945411004356733,2+ worms
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221015T195345_SmallPatches_C3-CAM3,1,1,1,0,OK,889,33739,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221117T105407_SmallPatches_C4-CAM3,1,1,1,0,OK,204,34449,0,0.0,1 worm clean
/Users/benitaibrahim/Documents/PTUT/Minipatches_light_20260116/20221115T194409_SmallPatches_C5-CAM5,0,0,1,0,WEIRD,0,0,0,0.0,0 worms
