Folder Path;traj.csv exists?;foodpatches_reviewed.csv exists?;traj.mat exists?;traj.mat empty?;Diagnosis of video;frames with zero worms;frames with one worm;frames with two or more worms;proportion of frames with multiple worms;final classification of the video
Documents/PTUT/Minipatches_light_20260116/20221118T104750_SmallPatches_C6-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221016T201712_SmallPatches_C1-CAM5;1;1;1;0;OK;5451;29681;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T200322_SmallPatches_C4-CAM1;1;1;1;0;OK;4357;30703;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T113125_SmallPatches_C2-CAM7;1;1;1;0;OK;1885;33249;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112734_SmallPatches_C1-CAM4;1;1;1;0;OK;2277;32885;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112823_SmallPatches_C2-CAM6;1;1;1;0;OK;2767;32428;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115703_SmallPatches_C3-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221016T113946_SmallPatches_C4-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221117T200322_SmallPatches_C4-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221016T201712_SmallPatches_C1-CAM2;1;1;1;0;OK;4985;30128;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104750_SmallPatches_C6-CAM1;1;1;1;0;OK;2672;32316;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144049_SmallPatches_C4-CAM6;1;1;0;0;WEIRD;2346;20429;12282;0.35034372593205354;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221125T143343_SmallPatches_C3-CAM7;1;1;1;0;OK;8855;26193;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T113946_SmallPatches_C4-CAM5;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T203101_SmallPatches_C5-CAM4;1;1;1;0;OK;759;34224;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112734_SmallPatches_C1-CAM3;1;1;1;0;OK;3626;31531;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T205844_SmallPatches_C5-CAM5;1;1;0;0;WEIRD;1017;7450;26560;0.758272190024838;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221121T120115_SmallPatches_C3-CAM2;1;1;1;0;OK;892;32738;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200144_SmallPatches_C6-CAM7;1;1;1;0;OK;1663;23186;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115703_SmallPatches_C3-CAM6;1;1;1;0;OK;6080;29024;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201756_SmallPatches_C2-CAM7;1;1;1;0;OK;1416;33873;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T114809_SmallPatches_C3-CAM3;1;1;1;0;OK;506;32481;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114429_SmallPatches_C6-CAM6;1;1;1;0;OK;442;34627;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194401_SmallPatches_C4-CAM2;1;1;1;0;OK;5254;29765;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200743_SmallPatches_C2-CAM7;1;1;1;0;OK;4648;30404;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104750_SmallPatches_C6-CAM8;1;1;1;0;OK;3149;31935;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195406_SmallPatches_C2-CAM3;1;1;1;0;OK;912;34213;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM6;1;1;1;0;OK;322;33118;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211451_SmallPatches_C5-CAM3;1;1;1;0;OK;1302;33852;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T191156_SmallPatches_C1-CAM2;1;1;1;0;OK;533;34607;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194401_SmallPatches_C4-CAM5;1;1;1;0;OK;3050;32016;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115703_SmallPatches_C3-CAM1;1;1;1;0;OK;1375;33768;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM4;1;1;1;0;OK;7139;28038;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM1;1;1;1;0;OK;5682;27770;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211451_SmallPatches_C5-CAM4;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T191156_SmallPatches_C1-CAM5;1;1;1;0;OK;2815;32349;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195406_SmallPatches_C2-CAM4;1;1;1;0;OK;2698;32443;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105407_SmallPatches_C4-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T193022_SmallPatches_C1-CAM4;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221120T190723_SmallPatches_C1-CAM3;1;1;1;0;OK;2627;2629;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194409_SmallPatches_C5-CAM1;1;1;1;0;OK;6016;29012;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194416_SmallPatches_C6-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM8;1;1;1;0;OK;8309;26759;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T113100_SmallPatches_C3-CAM1;1;1;1;0;OK;622;34555;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195345_SmallPatches_C3-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T192717_SmallPatches_C5-CAM6;1;1;1;0;OK;707;34325;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T121351_SmallPatches_C4-CAM7;1;1;1;0;OK;22101;12556;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202208_SmallPatches_C2-CAM2;1;1;1;0;OK;1718;31229;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101612_SmallPatches_C2-CAM7;1;1;1;0;OK;377;34641;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T111030_SmallPatches_C6-CAM7;1;1;1;0;OK;2452;31005;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120814_SmallPatches_C5-CAM7;1;1;1;0;OK;21859;13208;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T113711_SmallPatches_C1-CAM8;1;1;1;0;OK;2779;32425;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM6;1;1;1;0;OK;1216;33912;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T203108_SmallPatches_C6-CAM2;1;1;1;0;OK;1971;32885;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202208_SmallPatches_C2-CAM5;1;1;1;0;OK;4534;30687;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T114833_SmallPatches_C2-CAM8;1;1;1;0;OK;314;33500;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201234_SmallPatches_C1-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T192717_SmallPatches_C5-CAM1;1;1;1;0;OK;3794;31161;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T205835_SmallPatches_C4-CAM8;1;1;0;0;WEIRD;29876;2573;159;0.004876104023552503;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221120T190723_SmallPatches_C1-CAM4;1;1;1;0;OK;667;34479;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194409_SmallPatches_C5-CAM6;1;1;1;0;OK;694;34302;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194416_SmallPatches_C6-CAM5;1;1;1;0;OK;378;34721;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193022_SmallPatches_C1-CAM3;1;1;1;0;OK;8605;25994;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120820_SmallPatches_C6-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T203108_SmallPatches_C6-CAM5;1;1;1;0;OK;1854;33122;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T191908_SmallPatches_C6-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM1;1;1;1;0;OK;22481;4642;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203157_SmallPatches_C4-CAM2;1;1;1;0;OK;8393;26625;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193937_SmallPatches_C4-CAM8;1;1;0;0;WEIRD;447;10583;24053;0.6856027135649745;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221123T120820_SmallPatches_C6-CAM1;1;1;1;0;OK;8007;27126;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105419_SmallPatches_C6-CAM1;1;1;1;0;OK;4630;30376;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192051_SmallPatches_C4-CAM4;1;1;1;0;OK;8305;26646;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203314_SmallPatches_C5-CAM6;1;1;1;0;OK;3776;31309;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111428_SmallPatches_C1-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM8;1;1;0;0;WEIRD;659;5541;28912;0.8234221918432445;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221120T191908_SmallPatches_C6-CAM1;1;1;1;0;OK;7208;27926;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T113711_SmallPatches_C1-CAM6;1;1;1;0;OK;1128;34044;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T104032_SmallPatches_C1-CAM4;1;1;1;0;OK;626;34565;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193937_SmallPatches_C4-CAM1;1;1;1;0;OK;23427;11674;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194402_SmallPatches_C4-CAM5;1;1;0;0;WEIRD;393;0;34634;0.98878008393525;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221125T143338_SmallPatches_C2-CAM2;1;1;1;0;OK;2390;32695;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T192717_SmallPatches_C5-CAM8;1;1;1;0;OK;6171;28800;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM6;1;1;1;0;OK;573;552;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T113711_SmallPatches_C1-CAM1;1;1;1;0;OK;8991;24569;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T104032_SmallPatches_C1-CAM3;1;1;1;0;OK;5644;29537;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193937_SmallPatches_C4-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221120T191908_SmallPatches_C6-CAM6;1;1;1;0;OK;2792;32289;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111428_SmallPatches_C1-CAM4;1;1;1;0;OK;3122;32043;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120820_SmallPatches_C6-CAM6;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T192051_SmallPatches_C4-CAM3;1;1;1;0;OK;22966;11979;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105419_SmallPatches_C6-CAM6;1;1;1;0;OK;8781;26196;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T203314_SmallPatches_C5-CAM1;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T193605_SmallPatches_C2-CAM4;1;1;1;0;OK;9570;25595;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194409_SmallPatches_C5-CAM8;1;1;0;0;WEIRD;18797;11491;4202;0.1218324151928095;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;1;1;1;0;OK;494;34601;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T113100_SmallPatches_C3-CAM8;1;1;1;0;OK;662;34460;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM7;1;1;1;0;OK;649;34421;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194402_SmallPatches_C4-CAM2;1;1;1;0;OK;10821;24070;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T114833_SmallPatches_C2-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T194401_SmallPatches_C4-CAM4;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221013T200144_SmallPatches_C6-CAM8;1;1;1;0;OK;7421;27645;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115434_SmallPatches_C5-CAM6;1;1;1;0;OK;6810;26641;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200743_SmallPatches_C2-CAM1;1;1;1;0;OK;4456;30519;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211451_SmallPatches_C5-CAM5;1;1;1;0;OK;2501;32561;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T143343_SmallPatches_C3-CAM8;1;1;1;0;OK;8547;26367;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T191156_SmallPatches_C1-CAM4;1;1;1;0;OK;25502;9607;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115434_SmallPatches_C5-CAM1;1;1;1;0;OK;24777;8698;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114429_SmallPatches_C6-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T194401_SmallPatches_C4-CAM3;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM2;1;1;1;0;OK;1229;33885;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201756_SmallPatches_C2-CAM6;1;1;1;0;OK;1106;34102;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T114809_SmallPatches_C3-CAM2;1;1;1;0;OK;1435;31578;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM1;1;1;0;0;WEIRD;365;13590;21063;0.6014906619452853;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221015T195406_SmallPatches_C2-CAM2;1;1;0;0;WEIRD;9079;20362;1;3.396508389375722e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221123T211451_SmallPatches_C5-CAM2;1;1;1;0;OK;3362;31770;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM7;1;1;1;0;OK;3590;29925;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T191156_SmallPatches_C1-CAM3;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T200743_SmallPatches_C2-CAM6;1;1;1;0;OK;459;34579;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T143343_SmallPatches_C3-CAM6;1;1;1;0;OK;4045;30906;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T200322_SmallPatches_C4-CAM7;1;1;0;0;WEIRD;477;3202;31483;0.8953700017063876;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221016T201712_SmallPatches_C1-CAM3;1;1;1;0;OK;2749;32371;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115434_SmallPatches_C5-CAM8;1;1;1;0;OK;26786;6618;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200144_SmallPatches_C6-CAM6;1;1;1;0;OK;377;34659;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112734_SmallPatches_C1-CAM2;1;1;1;0;OK;14208;20939;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T203101_SmallPatches_C5-CAM5;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221016T113946_SmallPatches_C4-CAM4;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221016T201712_SmallPatches_C1-CAM4;1;1;1;0;OK;4926;29198;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104750_SmallPatches_C6-CAM7;1;1;1;0;OK;12748;22305;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200743_SmallPatches_C2-CAM8;1;1;1;0;OK;1499;33569;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T143343_SmallPatches_C3-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221121T205844_SmallPatches_C5-CAM3;1;1;1;0;OK;3749;31388;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102313_SmallPatches_C2-CAM2;1;1;1;0;OK;2663;32323;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T203101_SmallPatches_C5-CAM2;1;1;1;0;OK;317;34646;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T113946_SmallPatches_C4-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T112734_SmallPatches_C1-CAM5;1;1;1;0;OK;3395;31169;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112823_SmallPatches_C2-CAM7;1;1;1;0;OK;3650;19838;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200144_SmallPatches_C6-CAM1;1;1;1;0;OK;5613;29242;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T120115_SmallPatches_C3-CAM4;1;1;1;0;OK;630;34532;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105419_SmallPatches_C6-CAM7;1;1;1;0;OK;32500;2464;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192051_SmallPatches_C4-CAM2;1;1;1;0;OK;617;34325;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120820_SmallPatches_C6-CAM7;1;1;1;0;OK;1759;33339;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111428_SmallPatches_C1-CAM5;1;1;1;0;OK;620;34555;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193937_SmallPatches_C4-CAM7;1;1;1;0;OK;4378;30762;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T191908_SmallPatches_C6-CAM7;1;1;1;0;OK;480;34617;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201234_SmallPatches_C1-CAM8;1;1;1;0;OK;4331;30596;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194402_SmallPatches_C4-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221013T114833_SmallPatches_C2-CAM7;1;1;0;0;WEIRD;249;4889;28665;0.8480016566576931;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM6;1;1;1;0;OK;4816;30240;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM8;1;1;1;0;OK;7246;27775;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T104032_SmallPatches_C1-CAM5;1;1;1;0;OK;905;34241;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T113711_SmallPatches_C1-CAM7;1;1;1;0;OK;13478;21704;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T111030_SmallPatches_C6-CAM8;1;1;1;0;OK;6387;28563;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T120814_SmallPatches_C5-CAM8;1;1;1;0;OK;498;34592;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111428_SmallPatches_C1-CAM2;1;1;0;0;WEIRD;1536;17549;16095;0.4575042637862422;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221011T192051_SmallPatches_C4-CAM5;1;1;1;0;OK;447;34510;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195345_SmallPatches_C3-CAM8;1;1;1;0;OK;11320;23741;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;1;1;1;0;OK;389;34623;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203018_SmallPatches_C4-CAM4;1;1;1;0;OK;4121;30801;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM7;1;1;1;0;OK;3223;31856;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105407_SmallPatches_C4-CAM8;1;1;1;0;OK;7565;27434;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194402_SmallPatches_C4-CAM4;1;1;1;0;OK;9164;25853;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM8;1;1;1;0;OK;3561;30674;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195345_SmallPatches_C3-CAM1;1;1;1;0;OK;4042;30934;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105407_SmallPatches_C4-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T193022_SmallPatches_C1-CAM2;1;1;1;0;OK;7745;27237;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194416_SmallPatches_C6-CAM4;1;1;1;0;OK;6882;28197;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T190723_SmallPatches_C1-CAM5;1;1;1;0;OK;6265;28804;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194409_SmallPatches_C5-CAM7;1;1;1;0;OK;4363;30651;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202208_SmallPatches_C2-CAM4;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221013T201234_SmallPatches_C1-CAM6;1;1;1;0;OK;8233;26685;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203157_SmallPatches_C4-CAM3;1;1;1;0;OK;11256;23780;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM1;1;1;1;0;OK;27937;4495;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T203108_SmallPatches_C6-CAM4;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T111030_SmallPatches_C6-CAM1;1;1;0;0;WEIRD;690;15269;19002;0.5435199221990218;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221123T120814_SmallPatches_C5-CAM1;1;1;1;0;OK;2858;32248;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201234_SmallPatches_C1-CAM1;1;1;0;0;WEIRD;307;3965;30688;0.8778032036613272;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221014T192717_SmallPatches_C5-CAM7;1;1;1;0;OK;5650;29393;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194416_SmallPatches_C6-CAM3;1;1;1;0;OK;6031;29029;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T190723_SmallPatches_C1-CAM2;1;1;1;0;OK;10523;24603;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105407_SmallPatches_C4-CAM6;1;1;1;0;OK;3576;31454;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193022_SmallPatches_C1-CAM5;1;1;1;0;OK;522;34465;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195345_SmallPatches_C3-CAM6;1;1;1;0;OK;3325;30982;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T111030_SmallPatches_C6-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221123T120814_SmallPatches_C5-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221123T210621_SmallPatches_C1-CAM6;1;1;1;0;OK;480;34530;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203157_SmallPatches_C4-CAM4;1;1;1;0;OK;828;34223;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM7;1;1;1;0;OK;6174;28926;0;0.0;1 worm clean
